accuracy,brier,dataset,delta_star,detector_triggered,ece,intensity,macro_f1,method,nll,runtime_seconds,seed,shift
0.5696969696969697,0.6168425141922219,synthetic,,,0.23562255158568876,0.5,0.5708238711448799,source_only,1.2041957378387451,0.0,1,homophily_shift
0.5575757575757576,0.7420674590134014,synthetic,,,0.32440547798619124,0.5,0.5409183473496758,tent,1.860295295715332,0.058380900001793634,1,homophily_shift
0.5878787878787879,0.6427043103691845,synthetic,,,0.26889715122454094,0.5,0.5865634109085572,eata,1.3551973104476929,0.07298879999871133,1,homophily_shift
0.5696969696969697,0.6764340976702424,synthetic,,,0.26905369957288106,0.5,0.5611854183057959,matcha,1.419558048248291,0.09769889999734005,1,homophily_shift
0.5818181818181818,0.6250707140935292,synthetic,,,0.23544788306409664,0.5,0.5826327794069729,gtrans,1.2321743965148926,0.05853219999698922,1,homophily_shift
0.5696969696969697,0.6193813151860971,synthetic,0.0008941556930541992,True,0.24297076120521083,0.5,0.5710301394511921,full_method,1.2136166095733643,0.03633899999840651,1,homophily_shift
0.8363636363636363,0.209569978644135,synthetic,,,0.05876952012379962,0.25,0.8345108712068581,source_only,0.3724660277366638,0.0,2,homophily_shift
0.8484848484848485,0.23609397772428725,synthetic,,,0.07114078023216944,0.25,0.8457081947823378,tent,0.4413575530052185,0.06591289999778382,2,homophily_shift
0.8363636363636363,0.2176091450558462,synthetic,,,0.07757736733465483,0.25,0.8345108712068581,eata,0.393295019865036,0.0720043999972404,2,homophily_shift
0.8363636363636363,0.210902889483831,synthetic,,,0.05112035274505612,0.25,0.8345108712068581,matcha,0.3742431104183197,0.09927379999862751,2,homophily_shift
0.8363636363636363,0.20940681832058056,synthetic,,,0.05618312286608146,0.25,0.8345108712068581,gtrans,0.37184348702430725,0.03986099999747239,2,homophily_shift
0.8363636363636363,0.20970224769912127,synthetic,0.000602688980102539,True,0.05878341848200016,0.25,0.8345108712068581,full_method,0.37270715832710266,0.0557766999991145,2,homophily_shift
0.6060606060606061,0.5797630687629942,synthetic,,,0.206919527053833,0.5,0.6051232151343032,source_only,1.043063759803772,0.0,2,homophily_shift
0.5575757575757576,0.7259571245782747,synthetic,,,0.3182765377290322,0.5,0.5272151321076451,tent,1.7832103967666626,0.08301740000024438,2,homophily_shift
0.5696969696969697,0.6330636015343223,synthetic,,,0.2863276405767961,0.5,0.5655562049483732,eata,1.2659175395965576,0.07320679999975255,2,homophily_shift
0.6060606060606061,0.5829740911623462,synthetic,,,0.22337928757523043,0.5,0.6051232151343032,matcha,1.0582687854766846,0.09577449999778764,2,homophily_shift
0.6060606060606061,0.5818085002489868,synthetic,,,0.19754579302036399,0.5,0.6051232151343032,gtrans,1.0479189157485962,0.038615999998000916,2,homophily_shift
0.6060606060606061,0.5802498421795077,synthetic,0.000602688980102539,True,0.20749462048212686,0.5,0.6051232151343032,full_method,1.044826626777649,0.042301299996324815,2,homophily_shift
0.795,0.3295977576406798,cora,,,0.07157638134062291,0.0,0.7855970970826217,source_only,0.7278569340705872,0.0,0,clean
0.789,0.31992758404527377,cora,,,0.07079356397688391,0.0,0.7800311655340629,tent,0.7572594881057739,0.16243500000564381,0,clean
0.773,0.3457067404724218,cora,,,0.05936008352041246,0.0,0.7683549786654489,eata,0.7760441899299622,0.20541940000111936,0,clean
0.798,0.32510473138811524,cora,,,0.07071077343821525,0.0,0.7875692400848323,matcha,0.7202001214027405,0.5714377000040258,0,clean
