accuracy,backbone,brier,detector_trigger_step,detector_triggered,ece,intensity,macro_f1,method,nll,runtime_seconds,seed,shift
0.9696969696969697,gcn,0.04795132799240539,,False,0.0450417955716451,0.35,0.9698056688882376,full_method,0.09159669280052185,1.796513599998434,2,edge_add
0.8909090909090909,gcn,0.18556933361060207,,,0.05841877370169671,0.25,0.8911095077761745,source_only,0.3260922431945801,7.499998901039362e-06,2,homophily_shift
0.8727272727272727,gcn,0.18762540269313943,,,0.05346851132132789,0.25,0.8711712595207741,entropy_all_nodes,0.32716506719589233,0.42231719999108464,2,homophily_shift
0.896969696969697,gcn,0.18491925801352277,,False,0.06497973853891546,0.25,0.8969887047611601,full_method,0.3251115381717682,1.7859025999932783,2,homophily_shift
0.5818181818181818,gcn,0.5697817561235311,,,0.1782586238600991,0.5,0.5799590439513417,source_only,1.0098259449005127,5.699999746866524e-06,2,homophily_shift
0.5454545454545454,gcn,0.6644608531256687,,,0.25296907153996556,0.5,0.5282762783539362,entropy_all_nodes,1.2438653707504272,0.3381149000051664,2,homophily_shift
0.5454545454545454,gcn,0.641344521544406,43,True,0.24682997898621994,0.5,0.5285670985830113,full_method,1.183813214302063,1.2793381999945268,2,homophily_shift
0.9878787878787879,gat,0.02764655472908592,,,0.06626599683906093,0.0,0.9879314110965486,source_only,0.07898666709661484,8.000002708286047e-06,0,clean
0.9878787878787879,gat,0.024861953745978476,,,0.04399140278498331,0.0,0.9879314110965486,entropy_all_nodes,0.06614628434181213,0.6949689000030048,0,clean
0.9878787878787879,gat,0.025790527296399104,,False,0.04656672044233842,0.0,0.9879314110965486,full_method,0.06864969432353973,3.015304799992009,0,clean
0.9454545454545454,gat,0.066053366562934,,,0.06294014092647668,0.45,0.9453342953342952,source_only,0.13429471850395203,7.399998139590025e-06,0,feature_noise
0.9393939393939394,gat,0.07080617975166535,,,0.05037443312731656,0.45,0.9395983645983645,entropy_all_nodes,0.13119640946388245,0.4462090999877546,0,feature_noise
0.9454545454545454,gat,0.06763083729936901,,False,0.04715149240060287,0.45,0.9454454454454456,full_method,0.12892751395702362,3.3922246000001905,0,feature_noise
0.9393939393939394,gat,0.10403064072166116,,,0.03738758491747303,0.35,0.939593131181916,source_only,0.20413513481616974,6.900008884258568e-06,0,edge_drop
0.9454545454545454,gat,0.106003694913307,,,0.023668464927962363,0.35,0.9455928902790204,entropy_all_nodes,0.21082071959972382,0.4003670000092825,0,edge_drop
0.9454545454545454,gat,0.10544868203082623,,False,0.025669466907327826,0.35,0.9455928902790204,full_method,0.20805497467517853,1.9424683999968693,0,edge_drop
0.9575757575757575,gat,0.0919118156173448,,,0.11904745354796901,0.35,0.9570728623360202,source_only,0.21327553689479828,5.5000127758830786e-06,0,edge_add
0.9454545454545454,gat,0.08037095577904356,,,0.10651484167937077,0.35,0.9454853624970808,entropy_all_nodes,0.17870907485485077,0.48099809999985155,0,edge_add
0.9515151515151515,gat,0.08138469064506536,,False,0.0815671266931476,0.35,0.9515618173875056,full_method,0.18035562336444855,1.7002810999983922,0,edge_add
0.8181818181818182,gat,0.25331564620998354,,,0.09119326056856096,0.25,0.8170814003167305,source_only,0.4624691903591156,6.000002031214535e-06,0,homophily_shift
0.8121212121212121,gat,0.2523120043526385,,,0.06761287306294296,0.25,0.8112600956637653,entropy_all_nodes,0.45700183510780334,0.3070395999966422,0,homophily_shift
0.8121212121212121,gat,0.25342065910648753,,False,0.05683446779395595,0.25,0.8112600956637653,full_method,0.45814087986946106,1.4372383000008995,0,homophily_shift
0.6060606060606061,gat,0.5227161729411738,,,0.07201453302845813,0.5,0.5992079050123515,source_only,0.9051890969276428,6.89999433234334e-06,0,homophily_shift
0.5272727272727272,gat,0.5932433396534048,,,0.1575234899015137,0.5,0.5048366013071895,entropy_all_nodes,1.0127757787704468,0.4018643000017619,0,homophily_shift
0.5151515151515151,gat,0.5972649417671932,41,True,0.1676753354795051,0.5,0.49009958903477235,full_method,1.014097809791565,0.9668089000042528,0,homophily_shift
0.9757575757575757,gat,0.05028528978609083,,,0.08550511851455225,0.0,0.9757560730037794,source_only,0.13418008387088776,5.299996701069176e-06,1,clean
0.9818181818181818,gat,0.040821756116993006,,,0.06030583182970682,0.0,0.9818181818181818,entropy_all_nodes,0.10627966374158859,0.46962940000230446,1,clean
0.9818181818181818,gat,0.04179828520204197,,False,0.06870455651572255,0.0,0.9818181818181818,full_method,0.10918930172920227,2.014749900001334,1,clean
0.9515151515151515,gat,0.08030087866633895,,,0.06983765327569211,0.45,0.9511237533361427,source_only,0.17181983590126038,5.699999746866524e-06,1,feature_noise
0.9636363636363636,gat,0.06994634787208082,,,0.05593148506048953,0.45,0.9635161135161135,entropy_all_nodes,0.14399686455726624,0.45508969998627435,1,feature_noise
0.9575757575757575,gat,0.07610881960330729,,False,0.06137715939319495,0.45,0.9573225516621742,full_method,0.15255235135555267,2.2692118999984814,1,feature_noise
0.9333333333333333,gat,0.1095189256679036,,,0.07832396301356231,0.35,0.9331761006289309,source_only,0.22055262327194214,5.599998985417187e-06,1,edge_drop
0.9393939393939394,gat,0.09944667091166338,,,0.056940649856220577,0.35,0.9393149825392816,entropy_all_nodes,0.20059606432914734,0.43956889999390114,1,edge_drop
0.9393939393939394,gat,0.10026993802653206,,False,0.06589847911487925,0.35,0.9393149825392816,full_method,0.2019943743944168,1.5825546999985818,1,edge_drop
0.9696969696969697,gat,0.1310128966771834,,,0.20198773543039958,0.35,0.9696868096400807,source_only,0.29561230540275574,5.099995178170502e-06,1,edge_add
0.9636363636363636,gat,0.10495372326287469,,,0.1591580345775142,0.35,0.9637880537413248,entropy_all_nodes,0.23775820434093475,0.3778650000022026,1,edge_add
0.9636363636363636,gat,0.10383473706770803,,False,0.15651635997223132,0.35,0.9637880537413248,full_method,0.23466454446315765,3.180040299994289,1,edge_add
