correlation,intensity,seed,shift,signal_a,signal_b
0.1636415747782087,0.35,3,edge_drop,confidence,degree
0.1739481391988264,0.35,3,edge_drop,agreement,stability
0.0,0.35,3,edge_drop,agreement,source
-0.035480776139718326,0.35,3,edge_drop,agreement,degree
0.0,0.35,3,edge_drop,stability,source
0.043771758876628035,0.35,3,edge_drop,stability,degree
0.0,0.35,3,edge_drop,source,degree
0.5087026743693888,0.35,3,edge_add,confidence,agreement
0.5172488778999746,0.35,3,edge_add,confidence,stability
0.0,0.35,3,edge_add,confidence,source
0.22610084906623396,0.35,3,edge_add,confidence,degree
0.3049792824084931,0.35,3,edge_add,agreement,stability
0.0,0.35,3,edge_add,agreement,source
0.08143232946002112,0.35,3,edge_add,agreement,degree
0.0,0.35,3,edge_add,stability,source
0.15669487112600447,0.35,3,edge_add,stability,degree
0.0,0.35,3,edge_add,source,degree
0.4397041661559732,0.25,3,homophily_shift,confidence,agreement
0.38555771177231213,0.25,3,homophily_shift,confidence,stability
0.0,0.25,3,homophily_shift,confidence,source
0.05619478476708575,0.25,3,homophily_shift,confidence,degree
0.18391702442960364,0.25,3,homophily_shift,agreement,stability
0.0,0.25,3,homophily_shift,agreement,source
-0.09792680409826214,0.25,3,homophily_shift,agreement,degree
0.0,0.25,3,homophily_shift,stability,source
0.005135378994150741,0.25,3,homophily_shift,stability,degree
0.0,0.25,3,homophily_shift,source,degree
0.42520887298798504,0.0,4,clean,confidence,agreement
0.6701982077374254,0.0,4,clean,confidence,stability
0.0,0.0,4,clean,confidence,source
0.1201332544498709,0.0,4,clean,confidence,degree
0.28837743483963746,0.0,4,clean,agreement,stability
0.0,0.0,4,clean,agreement,source
-0.04780813243963826,0.0,4,clean,agreement,degree
0.0,0.0,4,clean,stability,source
0.04410234773747543,0.0,4,clean,stability,degree
0.0,0.0,4,clean,source,degree
0.409665350756765,0.45,4,feature_noise,confidence,agreement
0.5902514135227158,0.45,4,feature_noise,confidence,stability
0.0,0.45,4,feature_noise,confidence,source
0.10608299805199024,0.45,4,feature_noise,confidence,degree
0.3233952931578809,0.45,4,feature_noise,agreement,stability
0.0,0.45,4,feature_noise,agreement,source
-0.06022805340823348,0.45,4,feature_noise,agreement,degree
0.0,0.45,4,feature_noise,stability,source
0.014238220839292085,0.45,4,feature_noise,stability,degree
0.0,0.45,4,feature_noise,source,degree
0.39036949548359906,0.35,4,edge_drop,confidence,agreement
0.2723167016656048,0.35,4,edge_drop,confidence,stability
0.0,0.35,4,edge_drop,confidence,source
0.11365188343370221,0.35,4,edge_drop,confidence,degree
0.2714763662400037,0.35,4,edge_drop,agreement,stability
0.0,0.35,4,edge_drop,agreement,source
-0.08196728041900307,0.35,4,edge_drop,agreement,degree
0.0,0.35,4,edge_drop,stability,source
0.0027917665759230937,0.35,4,edge_drop,stability,degree
0.0,0.35,4,edge_drop,source,degree
0.40498568350423686,0.35,4,edge_add,confidence,agreement
0.47920218045428775,0.35,4,edge_add,confidence,stability
0.0,0.35,4,edge_add,confidence,source
0.18738454937892832,0.35,4,edge_add,confidence,degree
0.17814724553497804,0.35,4,edge_add,agreement,stability
0.0,0.35,4,edge_add,agreement,source
-0.1742418133191114,0.35,4,edge_add,agreement,degree
0.0,0.35,4,edge_add,stability,source
0.12117438676697853,0.35,4,edge_add,stability,degree
0.0,0.35,4,edge_add,source,degree
0.35062151692502597,0.25,4,homophily_shift,confidence,agreement
0.3611632874275789,0.25,4,homophily_shift,confidence,stability
0.0,0.25,4,homophily_shift,confidence,source
0.07179733675053539,0.25,4,homophily_shift,confidence,degree
0.1622236488788356,0.25,4,homophily_shift,agreement,stability
0.0,0.25,4,homophily_shift,agreement,source
-0.1275996251111677,0.25,4,homophily_shift,agreement,degree
0.0,0.25,4,homophily_shift,stability,source
0.19300002202862718,0.25,4,homophily_shift,stability,degree
0.0,0.25,4,homophily_shift,source,degree
