accuracy,brier,cov_r_e,ece,intensity,mean_reliability,method,regime,runtime_seconds,seed,selected_fraction,shift
0.5818181818181818,0.5908109565865327,-0.02900557324615053,0.21192180785265835,0.5,0.4352966917014183,no_source_consistency,out_envelope,0.5624160000006668,0,0.39999999999999986,homophily_shift
0.5818181818181818,0.589896360770598,-0.029121107996737533,0.21278425129977138,0.5,0.44167322111070195,no_degree_prior,out_envelope,0.6159088999847881,0,0.39999999999999986,homophily_shift
0.9696969696969697,0.04538636573189658,-0.006471862237624955,0.023495344682173326,0.0,0.43556903788162554,full_method,in_envelope,0.6092037000053097,1,0.39999999999999986,clean
0.9696969696969697,0.04521214693461484,-0.00489270719987579,0.016465388283585087,0.0,0.4416498992970647,no_confidence,in_envelope,0.5857977999839932,1,0.39999999999999986,clean
0.9696969696969697,0.04549745316668546,-0.007100529942036014,0.018586858836087343,0.0,0.43793365710153764,no_neighborhood_agreement,in_envelope,0.4692327000084333,1,0.39999999999999986,clean
0.9696969696969697,0.045384237832501416,-0.0064842080496877825,0.023496749184348402,0.0,0.43556834169511927,no_structural_stability,in_envelope,0.3625398999720346,1,0.39999999999999986,clean
0.9696969696969697,0.045386375001586855,-0.006471862237624957,0.023495357325582823,0.0,0.4355687706960663,no_source_consistency,in_envelope,0.628913399996236,1,0.39999999999999986,clean
0.9696969696969697,0.04536786645262099,-0.00609222156353839,0.023494561874505278,0.0,0.4300684230035341,no_degree_prior,in_envelope,0.6463936000072863,1,0.39999999999999986,clean
0.9636363636363636,0.05658296393194528,-0.010818177130274461,0.029224358905445485,0.2,0.4405059319264892,full_method,in_envelope,0.6411293999990448,1,0.39999999999999986,feature_noise
0.9636363636363636,0.0564513658323411,-0.008615104855716628,0.029085196870746073,0.2,0.44325148293284455,no_confidence,in_envelope,0.6447184999997262,1,0.39999999999999986,feature_noise
0.9636363636363636,0.05673608110381214,-0.010548047116723377,0.029260389732592075,0.2,0.4304686293058618,no_neighborhood_agreement,in_envelope,0.4418459999724291,1,0.39999999999999986,feature_noise
0.9636363636363636,0.05657876896617191,-0.010930215460936228,0.029224714004632238,0.2,0.44100388625287895,no_structural_stability,in_envelope,0.3079250000009779,1,0.39999999999999986,feature_noise
0.9636363636363636,0.05658293693650711,-0.010818177130274461,0.029224324587619706,0.2,0.4405066288231033,no_source_consistency,in_envelope,0.5237106000131462,1,0.39999999999999986,feature_noise
0.9636363636363636,0.056553186992656594,-0.010369773953391639,0.02921115918592977,0.2,0.4358546771190387,no_degree_prior,in_envelope,0.5520147000206634,1,0.39999999999999986,feature_noise
0.9515151515151515,0.08436968449655982,-0.017128198856648607,0.039233519814231156,0.45,0.4261584741896568,full_method,in_envelope,0.6115138000168372,1,0.39999999999999986,feature_noise
0.9575757575757575,0.08245085688911527,-0.018182390948136583,0.047525390350457365,0.45,0.44685196404418576,no_confidence,in_envelope,0.6090186999936122,1,0.39999999999999986,feature_noise
0.9515151515151515,0.08470809693708624,-0.014097272137457314,0.039188116969484245,0.45,0.42118705362387937,no_neighborhood_agreement,in_envelope,0.4310821999970358,1,0.39999999999999986,feature_noise
0.9515151515151515,0.08435454651284693,-0.017323331628278007,0.03923634326819215,0.45,0.4262931963129494,no_structural_stability,in_envelope,0.350431099999696,1,0.39999999999999986,feature_noise
0.9515151515151515,0.08436599124419035,-0.017128198856648603,0.039233963417284384,0.45,0.4261731596352482,no_source_consistency,in_envelope,0.6758682999934535,1,0.39999999999999986,feature_noise
0.9515151515151515,0.08443238189835589,-0.016960514698019614,0.03922330393935693,0.45,0.42311400438902425,no_degree_prior,in_envelope,0.6933877000119537,1,0.39999999999999986,feature_noise
0.9454545454545454,0.08762201064848697,-0.011687123903853574,0.03476001620292668,0.15,0.4319729235854057,full_method,in_envelope,0.6546272000123281,1,0.39999999999999986,edge_drop
0.9515151515151515,0.087909656596233,-0.009998828365662887,0.040823316754716864,0.15,0.44089869676820814,no_confidence,in_envelope,0.6597515000030398,1,0.39999999999999986,edge_drop
