accuracy,decile,deg_hi,deg_lo,ece,intensity,mean_reliability,method,n_decile,seed,selected_fraction,shift
1.0,7,12.0,11.0,0.0032114386558532715,0.0,0.4406873537155858,full_method,17,0,0.39999999999999986,clean
1.0,7,12.0,11.0,0.003216683864593506,0.0,0.44244208616655784,no_degree_prior,17,0,0.39999999999999986,clean
1.0,8,13.0,12.0,0.008503332734107971,0.0,1.0,source_only,12,0,1.0,clean
1.0,8,13.0,12.0,0.008473177750905354,0.0,0.4406873537155858,full_method,12,0,0.39999999999999986,clean
1.0,8,13.0,12.0,0.008464227120081583,0.0,0.44244208616655784,no_degree_prior,12,0,0.39999999999999986,clean
1.0,9,20.0,13.0,0.002965867519378662,0.0,1.0,source_only,16,0,1.0,clean
1.0,9,20.0,13.0,0.0028339624404907227,0.0,0.4406873537155858,full_method,16,0,0.39999999999999986,clean
1.0,9,20.0,13.0,0.002851724624633789,0.0,0.44244208616655784,no_degree_prior,16,0,0.39999999999999986,clean
0.8571428571428571,0,5.0,2.0,0.09528481108801705,0.45,1.0,source_only,21,0,1.0,feature_noise
0.8571428571428571,0,5.0,2.0,0.09032850322269258,0.45,0.4292255552614046,full_method,21,0,0.39999999999999986,feature_noise
0.8571428571428571,0,5.0,2.0,0.09045667307717459,0.45,0.4313570401120613,no_degree_prior,21,0,0.39999999999999986,feature_noise
