accuracy,debiased,ece,intensity,method,n_bins,seed,shift
0.8909090909090909,False,0.07433499242320207,0.25,source_only,20,2,homophily_shift
0.8909090909090909,True,0.07403196212017177,0.25,source_only,20,2,homophily_shift
0.8909090909090909,False,0.08711631749615524,0.25,source_only,25,2,homophily_shift
0.8909090909090909,True,0.086873893253731,0.25,source_only,25,2,homophily_shift
0.896969696969697,False,0.04899680686719493,0.25,full_method,5,2,homophily_shift
0.896969696969697,True,0.04778468565507372,0.25,full_method,5,2,homophily_shift
0.896969696969697,False,0.0608527761517149,0.25,full_method,10,2,homophily_shift
0.896969696969697,True,0.0602467155456543,0.25,full_method,10,2,homophily_shift
0.896969696969697,False,0.06497973853891546,0.25,full_method,15,2,homophily_shift
0.896969696969697,True,0.06457569813487506,0.25,full_method,15,2,homophily_shift
0.896969696969697,False,0.0690507386669968,0.25,full_method,20,2,homophily_shift
0.896969696969697,True,0.0687477083639665,0.25,full_method,20,2,homophily_shift
0.896969696969697,False,0.09288214643796283,0.25,full_method,25,2,homophily_shift
0.896969696969697,True,0.09263972219553859,0.25,full_method,25,2,homophily_shift
0.5818181818181818,False,0.1744700778614391,0.5,source_only,5,2,homophily_shift
0.5818181818181818,True,0.17325795664931787,0.5,source_only,5,2,homophily_shift
0.5818181818181818,False,0.1744701154304273,0.5,source_only,10,2,homophily_shift
0.5818181818181818,True,0.1738640548243667,0.5,source_only,10,2,homophily_shift
0.5818181818181818,False,0.1782586238600991,0.5,source_only,15,2,homophily_shift
0.5818181818181818,True,0.1778545834560587,0.5,source_only,15,2,homophily_shift
0.5818181818181818,False,0.18853511557434544,0.5,source_only,20,2,homophily_shift
0.5818181818181818,True,0.18823208527131513,0.5,source_only,20,2,homophily_shift
0.5818181818181818,False,0.18853511954798843,0.5,source_only,25,2,homophily_shift
0.5818181818181818,True,0.1882926953055642,0.5,source_only,25,2,homophily_shift
0.5272727272727272,False,0.2928354279561476,0.5,full_method,5,2,homophily_shift
0.5272727272727272,True,0.29162330674402637,0.5,full_method,5,2,homophily_shift
0.5272727272727272,False,0.2967034876346588,0.5,full_method,10,2,homophily_shift
0.5272727272727272,True,0.2960974270285982,0.5,full_method,10,2,homophily_shift
0.5272727272727272,False,0.30971933368480564,0.5,full_method,15,2,homophily_shift
0.5272727272727272,True,0.30931529328076524,0.5,full_method,15,2,homophily_shift
0.5272727272727272,False,0.3057800244201313,0.5,full_method,20,2,homophily_shift
0.5272727272727272,True,0.305476994117101,0.5,full_method,20,2,homophily_shift
0.5272727272727272,False,0.316217554879911,0.5,full_method,25,2,homophily_shift
0.5272727272727272,True,0.3159751306374867,0.5,full_method,25,2,homophily_shift
0.9818181818181818,False,0.010833873170794851,0.0,source_only,5,3,clean
0.9818181818181818,True,0.009621751958673638,0.0,source_only,5,3,clean
0.9818181818181818,False,0.013973710392460675,0.0,source_only,10,3,clean
0.9818181818181818,True,0.013367649786400069,0.0,source_only,10,3,clean
0.9818181818181818,False,0.01754050868930239,0.0,source_only,15,3,clean
0.9818181818181818,True,0.017136468285261986,0.0,source_only,15,3,clean
0.9818181818181818,False,0.02186688401482322,0.0,source_only,20,3,clean
0.9818181818181818,True,0.021563853711792917,0.0,source_only,20,3,clean
0.9818181818181818,False,0.024480210289810643,0.0,source_only,25,3,clean
