accuracy,brier,dataset,detector_triggered,ece,intensity,macro_f1,method,nll,runtime_seconds,seed,shift
0.78,0.341782604932733,cora,,0.05752615991480707,0.15,0.7694921325064094,matcha_full,0.7865847174629045,1.417768800049089,2,edge_drop
0.784,0.42491605359866197,cora,,0.21013951187699043,0.15,0.7743877326476737,gtrans_full,1.639422862771138,5.974840699927881,2,edge_drop
0.78,0.3415921631348648,cora,False,0.057896230426814174,0.15,0.7695040525164191,full_method,0.7856024758511592,9.23504420008976,2,edge_drop
0.618,0.5499034837188957,citeseer,,0.08136469789804739,0.0,0.5908314719225993,source_only,1.1873138479559198,0.0,0,clean
0.622,0.592213650442803,citeseer,,0.20333384502298896,0.0,0.5936866550716736,tent_full,1.587598646119231,2.653926400002092,0,clean
0.617,0.5907851238093617,citeseer,,0.19833652036532218,0.0,0.5898478195705144,eata_full,1.5766089764561058,5.038456599926576,0,clean
0.623,0.5434877492187209,citeseer,,0.05360363920744011,0.0,0.5935448519448588,matcha_full,1.1846400531382173,2.7188574998872355,0,clean
0.617,0.7637646169848171,citeseer,,0.3810741811064611,0.0,0.5924382000942507,gtrans_full,3.524093016597315,16.86216829996556,0,clean
0.624,0.5448785269104319,citeseer,False,0.05540766848391078,0.0,0.5938490248397809,full_method,1.1854617310493007,29.778025200008415,0,clean
0.608,0.5569360863430767,citeseer,,0.06338491761392674,0.15,0.5823550163676724,source_only,1.216236091544916,0.0,0,edge_drop
0.612,0.6043827594160757,citeseer,,0.20680669496461163,0.15,0.5875920734235293,tent_full,1.622015762968869,2.6544041000306606,0,edge_drop
0.611,0.6025526479465694,citeseer,,0.1982788604409261,0.15,0.5867530555626018,eata_full,1.6105210598015185,4.851025899988599,0,edge_drop
0.61,0.5504767882976469,citeseer,,0.04255348270221872,0.15,0.5818711226775849,matcha_full,1.2158742252724701,3.0750640999758616,0,edge_drop
0.604,0.7899893145639922,citeseer,,0.3942898356294361,0.15,0.5814411930011524,gtrans_full,3.6553566571204597,18.138612699927762,0,edge_drop
