delta_self,delta_tolerance,deployed_acc,intensity,no_detector_acc,phi_tolerance,regime,seed,setting,shift,source_acc,trigger_step,triggered
0.000210169251759847,0.02,0.5757575757575758,0.5,0.5272727272727272,0.1,out_envelope,2,safety,homophily_shift,0.5818181818181818,26,True
0.000210169251759847,0.05,0.5454545454545454,0.5,0.5272727272727272,0.2,out_envelope,2,balanced,homophily_shift,0.5818181818181818,43,True
0.000210169251759847,0.2,0.5272727272727272,0.5,0.5272727272727272,0.5,out_envelope,2,aggressive,homophily_shift,0.5818181818181818,,False
0.000210169251759847,0.000420338503519694,0.5818181818181818,0.5,0.5272727272727272,0.2,out_envelope,2,auto,homophily_shift,0.5818181818181818,2,True
0.00019520848592122396,0.02,0.9818181818181818,0.0,0.9818181818181818,0.1,in_envelope,3,safety,clean,0.9818181818181818,,False
0.00019520848592122396,0.05,0.9818181818181818,0.0,0.9818181818181818,0.2,in_envelope,3,balanced,clean,0.9818181818181818,,False
0.00019520848592122396,0.2,0.9818181818181818,0.0,0.9818181818181818,0.5,in_envelope,3,aggressive,clean,0.9818181818181818,,False
0.00019520848592122396,0.0003904169718424479,0.9818181818181818,0.0,0.9818181818181818,0.2,in_envelope,3,auto,clean,0.9818181818181818,,False
0.00019520848592122396,0.02,0.9757575757575757,0.45,0.9757575757575757,0.1,in_envelope,3,safety,feature_noise,0.9757575757575757,,False
0.00019520848592122396,0.05,0.9757575757575757,0.45,0.9757575757575757,0.2,in_envelope,3,balanced,feature_noise,0.9757575757575757,,False
0.00019520848592122396,0.2,0.9757575757575757,0.45,0.9757575757575757,0.5,in_envelope,3,aggressive,feature_noise,0.9757575757575757,,False
0.00019520848592122396,0.0003904169718424479,0.9757575757575757,0.45,0.9757575757575757,0.2,in_envelope,3,auto,feature_noise,0.9757575757575757,47,True
0.00019520848592122396,0.02,0.9515151515151515,0.35,0.9515151515151515,0.1,in_envelope,3,safety,edge_drop,0.9515151515151515,,False
0.00019520848592122396,0.05,0.9515151515151515,0.35,0.9515151515151515,0.2,in_envelope,3,balanced,edge_drop,0.9515151515151515,,False
0.00019520848592122396,0.2,0.9515151515151515,0.35,0.9515151515151515,0.5,in_envelope,3,aggressive,edge_drop,0.9515151515151515,,False
0.00019520848592122396,0.0003904169718424479,0.9515151515151515,0.35,0.9515151515151515,0.2,in_envelope,3,auto,edge_drop,0.9515151515151515,,False
0.00019520848592122396,0.02,0.9757575757575757,0.35,0.9757575757575757,0.1,in_envelope,3,safety,edge_add,0.9636363636363636,,False
0.00019520848592122396,0.05,0.9757575757575757,0.35,0.9757575757575757,0.2,in_envelope,3,balanced,edge_add,0.9636363636363636,,False
0.00019520848592122396,0.2,0.9757575757575757,0.35,0.9757575757575757,0.5,in_envelope,3,aggressive,edge_add,0.9636363636363636,,False
0.00019520848592122396,0.0003904169718424479,0.9636363636363636,0.35,0.9757575757575757,0.2,in_envelope,3,auto,edge_add,0.9636363636363636,9,True
