delta_t,drift_high,drift_low,drift_mid,intensity,phi_t,seed,shift,step
0.009008204434231226,0.010516075270682712,0.008696246043800204,0.007812291988210762,0.5,0.06333333333333334,0,homophily_shift,59
0.0,0.0,0.0,0.0,0.45,0.0,1,feature_noise,0
0.0008363308716432538,0.000831359625250272,0.0007748048157087961,0.0009028281739706934,0.45,0.0033333333333333335,1,feature_noise,1
0.0016730430106792389,0.00165484237969038,0.0015592057032620676,0.0018050809490852693,0.45,0.0033333333333333335,1,feature_noise,2
0.002506895556360633,0.0024739652056845474,0.002341341081578796,0.0027053803818185562,0.45,0.0033333333333333335,1,feature_noise,3
0.0033373497947442043,0.003288462156134986,0.003120633479266055,0.003602953748831572,0.45,0.0033333333333333335,1,feature_noise,4
0.004164337172093561,0.00409786559635239,0.003896991669709138,0.004498154250219155,0.45,0.0033333333333333335,1,feature_noise,5
0.0049878747617708346,0.004902352869590398,0.004670502667029841,0.005390768748692265,0.45,0.0033333333333333335,1,feature_noise,6
0.005808080289297283,0.005702067433277946,0.005441283986868717,0.006280889447745186,0.45,0.0033333333333333335,1,feature_noise,7
0.006624709812274698,0.00649671615121028,0.00620911379976119,0.007168299485852625,0.45,0.0033333333333333335,1,feature_noise,8
0.007437889626098444,0.007286554445918081,0.0069740897539343205,0.008053024678442933,0.45,0.0033333333333333335,1,feature_noise,9
0.008247813463531761,0.008071729920560489,0.007736430890674217,0.008935279579360578,0.45,0.0033333333333333335,1,feature_noise,10
0.00905396485691142,0.00885160621744463,0.00849565894250548,0.009814629410784148,0.45,0.0033333333333333335,1,feature_noise,11
0.009856343256833489,0.009626356389904167,0.009251770818860638,0.01069090256173566,0.45,0.0033333333333333335,1,feature_noise,12
0.01065479285909047,0.010395618055291767,0.010004638038100588,0.011564122483879058,0.45,0.0033333333333333335,1,feature_noise,13
0.01144919240893653,0.011159403066328455,0.010754114835467177,0.012434059325013957,0.45,0.0033333333333333335,1,feature_noise,14
0.012239728805354807,0.011917834096878521,0.011500405762036814,0.013300946557149085,0.45,0.0033333333333333335,1,feature_noise,15
0.01302611752890337,0.012670573221678527,0.012243236529448809,0.014164542835582772,0.45,0.0033333333333333335,1,feature_noise,16
0.013808441599962603,0.01341778783220371,0.012982712010867425,0.015024824956816674,0.45,0.0033333333333333335,1,feature_noise,17
0.014586293022383864,0.01415917400365152,0.013718493370580842,0.015881211692919228,0.45,0.0033333333333333335,1,feature_noise,18
0.015360056168900163,0.014894860368734886,0.014450835424110076,0.01673447271385553,0.45,0.0033333333333333335,1,feature_noise,19
0.016129787070044088,0.015624915202987144,0.015179876843489426,0.017584569163655694,0.45,0.0033333333333333335,1,feature_noise,20
0.01689495219863235,0.016349036456093646,0.015905119155450564,0.018430700984352844,0.45,0.0033333333333333335,1,feature_noise,21
0.01765532055883105,0.01706692777797636,0.01662636347357671,0.019272670424940075,0.45,0.0033333333333333335,1,feature_noise,22
0.018410981551116274,0.017778606338037517,0.017343634289527343,0.020110704025783965,0.45,0.0033333333333333335,1,feature_noise,23
0.019161498565436547,0.01848382286365502,0.01805656899337338,0.020944103839281247,0.45,0.0033333333333333335,1,feature_noise,24
0.019912712963064922,0.019182881230123905,0.01876541107008567,0.021789846588985196,0.45,0.006666666666666667,1,feature_noise,25
0.0206620572590361,0.019872973491292356,0.01947745806584278,0.022635740219973166,0.45,0.01,1,feature_noise,26
0.021407682110068976,0.020556241350646265,0.02018865731518482,0.023478147664375837,0.45,0.01,1,feature_noise,27
0.022148160768808323,0.021232815118649828,0.020895476783449718,0.024316190404325422,0.45,0.01,1,feature_noise,28
0.02288317794782598,0.02190253541636089,0.021597739026778306,0.02514925940033874,0.45,0.01,1,feature_noise,29
0.023614900991824023,0.022570880187710474,0.022295748209376298,0.025978074578385302,0.45,0.013333333333333334,1,feature_noise,30
0.024348426309532305,0.023249186025259272,0.022992892042317692,0.02680320086101995,0.45,0.02,1,feature_noise,31
0.025082996974577425,0.023919692843108242,0.023705749477145877,0.027623548603478154,0.45,0.023333333333333334,1,feature_noise,32
0.025813245764891895,0.024581399327542552,0.024418409703988897,0.028439928263144232,0.45,0.023333333333333334,1,feature_noise,33
0.026538196425842948,0.02523672436957103,0.02512676457331664,0.029251100334641178,0.45,0.023333333333333334,1,feature_noise,34
0.027257492045742793,0.025884830970255512,0.02583049329655962,0.030057151870413246,0.45,0.023333333333333334,1,feature_noise,35
0.02797126929670683,0.026525793587788726,0.02652976494486936,0.030858249357462397,0.45,0.023333333333333334,1,feature_noise,36
0.028679695861949222,0.027159936417234798,0.027224700082539965,0.0316544510860729,0.45,0.023333333333333334,1,feature_noise,37
0.029382605457103323,0.02778740315626871,0.02791512160167864,0.032445291613362626,0.45,0.023333333333333334,1,feature_noise,38
0.030080588319084185,0.028409641407362685,0.028601076786311408,0.033231046763578465,0.45,0.02666666666666667,1,feature_noise,39
0.03077975158967783,0.029044315760931028,0.029282616308036524,0.03401232270006593,0.45,0.02666666666666667,1,feature_noise,40
