dataset,shift,intensity,method,count,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,nll_mean,nll_std,ece_mean,ece_std,brier_mean,brier_std,runtime_seconds_mean,runtime_seconds_std,adapted_steps_mean,adapted_steps_std,mean_reliability_mean,mean_reliability_std,selected_fraction_mean,selected_fraction_std,num_nodes_mean,num_nodes_std,num_edges_mean,num_edges_std
cornell,clean,0.0,entropy_all_nodes,2,0.21505376344086022,0.010752688172043001,0.11545184936489283,0.017356611269654758,1.608391655707941,1.2278923742781167e-05,0.011670892624786766,0.009767508981979006,0.7995767775899028,1.4906257564950565e-06,0.0023958499950822443,0.0004046499961987138,5.0,0.0,1.0,0.0,1.0,0.0,183.0,0.0,1460.0,36.0
cornell,clean,0.0,tent_entropy,2,0.21505376344086022,0.010752688172043001,0.11545184936489283,0.017356611269654758,1.6083916552489783,1.2279244441693038e-05,0.01167089900068359,0.00976749491302105,0.7995767773932749,1.490518732605306e-06,0.0016163499967660755,0.0003200499922968447,5.0,0.0,1.0,0.0,1.0,0.0,183.0,0.0,1460.0,36.0
cornell,clean,0.0,eata_filter,2,0.21505376344086022,0.010752688172043001,0.11545184936489283,0.017356611269654758,1.6083914881298285,1.2198551124997792e-05,0.011671509024560475,0.009766611504518394,0.7995767089519559,1.525157636683705e-06,0.01707924998481758,0.0035695499973371625,5.0,0.0,0.30601092896174864,0.009836065573770508,0.30601092896174864,0.009836065573770508,183.0,0.0,1460.0,36.0
cornell,clean,0.0,graph_tta_consistency,2,0.21505376344086022,0.010752688172043001,0.11545184936489283,0.017356611269654758,1.6083919144327863,1.2217215125787106e-05,0.011671288055294785,0.009768421171632,0.7995768831876229,1.5123426461705058e-06,0.022848249995149672,0.004406849999213591,5.0,0.0,0.43329451541679764,0.00741607095005567,0.3989071038251366,0.0,183.0,0.0,1460.0,36.0
cornell,clean,0.0,matcha_reliable,2,0.21505376344086022,0.010752688172043001,0.11567844342037889,0.017583205325140815,1.608391650871722,1.2253787383342818e-05,0.011671941151798398,0.009766189080453402,0.7995767746295794,1.5017201131506397e-06,0.015880350008956157,0.002170150008169003,5.0,0.0,0.5027322404371585,0.0,0.5027322404371585,0.0,183.0,0.0,1460.0,36.0
cornell,clean,0.0,reliable_entropy,2,0.21505376344086022,0.010752688172043001,0.11545184936489283,0.017356611269654758,1.60839166961317,1.228021894028597e-05,0.011671329895179702,0.009766853600607653,0.799576782806827,1.4905964256795023e-06,0.017403099991497584,0.0019945000094594434,5.0,0.0,0.4332944643949441,0.007415976986107631,0.3989071038251366,0.0,183.0,0.0,1460.0,36.0
cornell,clean,0.0,no_neighborhood_agreement,2,0.21505376344086022,0.010752688172043001,0.11545184936489283,0.017356611269654758,1.608391579309182,1.2308042040665157e-05,0.011671522568682965,0.009765861281826507,0.7995767456515916,1.4814297994436565e-06,0.011393400011002086,0.0025286000018240884,5.0,0.0,0.44532835913360536,0.0007782451131676804,0.3989071038251366,0.0,183.0,0.0,1460.0,36.0
cornell,clean,0.0,no_structural_stability,2,0.21505376344086022,0.010752688172043001,0.11545184936489283,0.017356611269654758,1.6083916696131724,1.2280218975702084e-05,0.011671329895166171,0.009766853600488762,0.7995767828068281,1.49059641157967e-06,0.00905619999684859,0.0012762000114889815,5.0,0.0,0.4332946354410171,0.007416103290349474,0.3989071038251366,0.0,183.0,0.0,1460.0,36.0
cornell,clean,0.0,no_calibration_loss,2,0.21505376344086022,0.010752688172043001,0.11545184936489283,0.017356611269654758,1.6083916696131522,1.2280218927629427e-05,0.011671329895302257,0.009766853600456815,0.7995767828068192,1.4905964311751063e-06,0.01706304997787811,0.001036250003380701,5.0,0.0,0.4332944643949399,0.007415976986103662,0.3989071038251366,0.0,183.0,0.0,1460.0,36.0
cornell,clean,0.0,no_anti_forgetting,2,0.21505376344086022,0.010752688172043001,0.11545184936489283,0.017356611269654758,1.6083916691682398,1.2280541048292903e-05,0.011671336708487148,0.009766838876033038,0.7995767826154698,1.4904893251843632e-06,0.017490450001787394,0.002676850010175258,5.0,0.0,0.4332944641297718,0.007415976693672444,0.3989071038251366,0.0,183.0,0.0,1460.0,36.0
