dataset,backbone,shift,intensity,method,count,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,nll_mean,nll_std,ece_mean,ece_std,brier_mean,brier_std,runtime_seconds_mean,runtime_seconds_std,adapted_steps_mean,adapted_steps_std,mean_reliability_mean,mean_reliability_std,selected_fraction_mean,selected_fraction_std,num_nodes_mean,num_nodes_std,num_edges_mean,num_edges_std
synthetic,gcn,edge_drop,0.15,reliable_entropy,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.049156931787729265,0.02651514188016237,0.017788365625199802,0.008005825648115254,0.025585980403607454,0.014072527967748393,3.1911442799988436,1.2558973354880554,90.0,0.0,0.43468134347968546,0.0037931964290482444,0.3999999999999999,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,no_neighborhood_agreement,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.049174295738339424,0.026661217324749336,0.017603523050035735,0.0059088076987020436,0.025583571572529447,0.014117171849792111,2.948099620002904,1.0604433567985174,90.0,0.0,0.4420981741040705,0.0022150005792034556,0.3999999999999999,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,no_structural_stability,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.04915627054870129,0.026511411769176613,0.017788784134955618,0.008004946134969581,0.02558572641745626,0.014071235565690525,1.4092812599992612,0.4896110541813837,90.0,0.0,0.4347062074140079,0.0038450266116164013,0.3999999999999999,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,no_calibration_loss,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.04915690310299396,0.026515156620958234,0.01778835237026213,0.008005829165742584,0.025585977835302854,0.014072530254857562,2.927056260002428,0.873987841981293,90.0,0.0,0.43468135882980796,0.0037932017698347467,0.3999999999999999,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,no_anti_forgetting,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.04914947114884853,0.026530284586026336,0.017781483786446693,0.008010769285439303,0.025580551862397865,0.01407762246438505,3.5908419399987905,2.1463731597304783,90.0,0.0,0.43468570490732866,0.0037925938443223433,0.3999999999999999,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.15,full_method,5,0.9838095238095239,0.008832017614757824,0.9838112509544,0.008827250497571293,0.049156931787729265,0.02651514188016237,0.017788365625199802,0.008005825648115254,0.025585980403607454,0.014072527967748393,4.744742879999103,3.4414341361302063,90.0,0.0,0.43468134347968546,0.0037931964290482444,0.3999999999999999,0.0,360.0,0.0,1840.4,19.985995096566995
synthetic,gcn,edge_drop,0.35,source_only,5,0.9647619047619047,0.012988744473319868,0.9647908252725532,0.012867043170107926,0.08348894193768501,0.02351729517161022,0.02280837311631157,0.00509195342990413,0.04579695653581671,0.01564321199335783,8.439994417130947e-06,3.593105347806759e-06,0.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,entropy_all_nodes,5,0.9657142857142856,0.014253932901995996,0.9657433055243768,0.01414118440607148,0.0823539026081562,0.02549042688451213,0.018634789983431523,0.004107881787814211,0.04532696545266413,0.01667572980241933,0.6692240600066726,0.4112345018775379,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,tent_entropy,5,0.9657142857142856,0.014253932901995996,0.9657433055243768,0.01414118440607148,0.08234236761927605,0.025530008360322612,0.018627697853815014,0.004127824575358872,0.04532362049107076,0.01669461736965207,0.5810797599988291,0.4150630738552677,90.0,0.0,1.0,0.0,1.0,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,eata_filter,5,0.9657142857142856,0.012196427118919701,0.9657441296770161,0.01206333555021581,0.08339242115616799,0.0235481253441707,0.022790146214621422,0.005105343706036167,0.04575033572262567,0.01563291617592004,3.012631019996479,1.634694297915951,90.0,0.0,0.47532716049382717,0.026186467160311158,0.47532716049382717,0.026186467160311158,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,graph_tta_consistency,5,0.9666666666666666,0.01346870059402949,0.9666966099288394,0.013346173752193723,0.08383214101195335,0.025031600607207712,0.018650573264984854,0.0029373925182915386,0.04605495542249044,0.016798112870761456,3.7547729599958983,1.759872513191707,90.0,0.0,0.4292763356659573,0.004317122962824336,0.3999999999999999,0.0,360.0,0.0,1407.2,15.380507143784303
synthetic,gcn,edge_drop,0.35,matcha_reliable,5,0.9666666666666666,0.01346870059402949,0.9666966099288394,0.013346173752193723,0.08344957157969475,0.024327862710373818,0.02136945565541585,0.0061402605061662945,0.045817961404559515,0.016205855143866185,3.2526692400017057,1.7216067132101494,90.0,0.0,0.5,0.0,0.5,0.0,360.0,0.0,1407.2,15.380507143784303
